datasheet_id|option_line|choice_index|group_id|action|weapon_name|model_target|count_per_n_models|max_count
000000589|1|3|3|remove|shuriken cannon|Heavy Weapon Platform|0|1
000000589|1|3|3|add|scatter laser|Heavy Weapon Platform|0|1
000000589|1|4|4|remove|shuriken cannon|Heavy Weapon Platform|0|1
000000589|1|4|4|add|starcannon|Heavy Weapon Platform|0|1
000000590|1|0|1|remove|shuriken pistol|Storm Guardian|0|2
000000590|1|0|1|add|flamer|Storm Guardian|0|2
000000590|2|0|1|remove|shuriken pistol|Storm Guardian|0|2
000000590|2|0|1|add|fusion gun|Storm Guardian|0|2
000000590|3|0|1|remove|close combat weapon|Storm Guardian|0|2
000000590|3|0|1|add|power sword|Storm Guardian|0|2
000000591|1|1|1|remove|twin shuriken catapult|any|0|0
000000591|1|1|1|add|scatter laser|any|0|0
000000591|1|2|2|remove|twin shuriken catapult|any|0|0
000000591|1|2|2|add|shuriken cannon|any|0|0
000000593|1|1|1|remove|Avenger shuriken catapult|Dire Avenger Exarch|0|1
000000593|1|1|1|add|shuriken pistol|Dire Avenger Exarch|0|1
000000593|1|1|1|add|diresword|Dire Avenger Exarch|0|1
000000593|1|2|2|remove|Avenger shuriken catapult|Dire Avenger Exarch|0|1
000000593|1|2|2|add|shuriken pistol|Dire Avenger Exarch|0|1
000000593|1|2|2|add|power glaive|Dire Avenger Exarch|0|1
000000593|2|0|1|add|Avenger shuriken catapult|Dire Avenger Exarch|0|1
000000593|3|0|1|remove|shuriken pistol|Dire Avenger Exarch|0|1
000000593|3|0|1|add|shimmershield|Dire Avenger Exarch|0|1
000000593|4|0|1|add|Aspect Shrine token||5|1
000000594|1|1|1|remove|Banshee blade|Howling Banshee Exarch|0|1
000000594|1|1|1|add|executioner|Howling Banshee Exarch|0|1
000000594|1|2|2|remove|Banshee blade|Howling Banshee Exarch|0|1
000000594|1|2|2|add|triskele|Howling Banshee Exarch|0|1
000000594|2|0|1|remove|shuriken pistol|Howling Banshee Exarch|0|1
000000594|2|0|1|remove|Banshee blade|Howling Banshee Exarch|0|1
000000594|2|0|1|add|mirrorswords|Howling Banshee Exarch|0|1
000000594|3|0|1|add|Aspect Shrine token||5|1
000000595|1|1|1|remove|shuriken pistol|Striking Scorpion Exarch|0|1
000000595|1|1|1|remove|Scorpion chainsword|Striking Scorpion Exarch|0|1
000000595|1|1|1|remove|Scorpion's claw|Striking Scorpion Exarch|0|1
000000595|1|1|1|add|biting blade|Striking Scorpion Exarch|0|1
000000595|1|1|1|add|shuriken pistol|Striking Scorpion Exarch|0|1
000000595|1|2|2|remove|shuriken pistol|Striking Scorpion Exarch|0|1
000000595|1|2|2|remove|Scorpion chainsword|Striking Scorpion Exarch|0|1
000000595|1|2|2|remove|Scorpion's claw|Striking Scorpion Exarch|0|1
000000595|1|2|2|add|chainsabres|Striking Scorpion Exarch|0|1
000000595|2|0|1|add|Aspect Shrine token||5|1
000000596|1|1|1|remove|Exarch's Dragon fusion gun|Fire Dragon Exarch|0|1
000000596|1|1|1|add|Dragon's breath flamer|Fire Dragon Exarch|0|1
000000596|1|2|2|remove|Exarch's Dragon fusion gun|Fire Dragon Exarch|0|1
000000596|1|2|2|add|Dragon fusion pistol|Fire Dragon Exarch|0|1
000000596|1|2|2|add|Dragon axe|Fire Dragon Exarch|0|1
000000596|1|3|3|remove|Exarch's Dragon fusion gun|Fire Dragon Exarch|0|1
000000596|1|3|3|add|firepike|Fire Dragon Exarch|0|1
000000596|2|0|1|add|Aspect Shrine token||5|1
000000597|1|0|1|remove|wraithcannon|any|0|0
000000597|1|0|1|add|D-scythe|any|0|0
000000598|1|0|1|remove|ghostswords|any|0|0
000000598|1|0|1|add|ghostaxe|any|0|0
000000598|1|0|1|add|forceshield|any|0|0
000000599|1|1|1|remove|twin shuriken cannon|any|0|1
000000599|1|1|1|add|twin missile launcher|any|0|1
000000599|1|2|2|remove|twin shuriken cannon|any|0|1
000000599|1|2|2|add|twin bright lance|any|0|1
000000599|1|3|3|remove|twin shuriken cannon|any|0|1
000000599|1|3|3|add|twin scatter laser|any|0|1
000000599|1|4|4|remove|twin shuriken cannon|any|0|1
000000599|1|4|4|add|twin starcannon|any|0|1
000000599|2|0|1|remove|twin shuriken catapult|any|0|1
000000599|2|0|1|add|shuriken cannon|any|0|1
000000600|1|1|1|remove|Hawk's talon|Swooping Hawk Exarch|0|1
000000600|1|1|1|add|Exarch's lasblaster|Swooping Hawk Exarch|0|1
000000600|1|2|2|remove|Hawk's talon|Swooping Hawk Exarch|0|1
000000600|1|2|2|add|sunpistol|Swooping Hawk Exarch|0|1
000000600|1|2|2|add|power sword|Swooping Hawk Exarch|0|1
000000600|1|3|3|remove|Hawk's talon|Swooping Hawk Exarch|0|1
000000600|1|3|3|add|scatter laser|Swooping Hawk Exarch|0|1
000000600|2|0|1|add|Aspect Shrine token||5|1
000000601|1|1|1|remove|Exarch's death spinner|Warp Spider Exarch|0|1
000000601|1|1|1|add|spinneret rifle|Warp Spider Exarch|0|1
000000601|1|1|1|add|death weavers|Warp Spider Exarch|0|1
000000601|1|2|2|remove|Exarch's death spinner|Warp Spider Exarch|0|1
000000601|1|2|2|add|powerblades|Warp Spider Exarch|0|1
000000601|1|2|2|add|death weavers|Warp Spider Exarch|0|1
000000601|1|3|3|remove|Exarch's death spinner|Warp Spider Exarch|0|1
000000601|1|3|3|add|powerblade array|Warp Spider Exarch|0|1
000000601|2|0|1|add|Aspect Shrine token||5|1
000000602|1|1|1|remove|laser lance|Shining Spear Exarch|0|1
000000602|1|1|1|add|paragon sabre|Shining Spear Exarch|0|1
000000602|1|2|2|remove|laser lance|Shining Spear Exarch|0|1
000000602|1|2|2|add|star lance|Shining Spear Exarch|0|1
000000602|2|0|1|remove|twin shuriken catapult|Shining Spear Exarch|0|1
000000602|2|0|1|add|shuriken cannon|Shining Spear Exarch|0|1
000000602|3|0|1|add|shimmershield|Shining Spear Exarch|0|1
000000603|1|0|1|remove|starcannon|any|0|2
000000603|1|0|1|add|bright lance|any|0|2
000000605|1|1|1|remove|shuriken cannon|any|0|0
000000605|1|1|1|add|missile launcher|any|0|0
000000605|1|2|2|remove|shuriken cannon|any|0|0
000000605|1|2|2|add|bright lance|any|0|0
000000605|1|3|3|remove|shuriken cannon|any|0|0
000000605|1|3|3|add|scatter laser|any|0|0
000000605|1|4|4|remove|shuriken cannon|any|0|0
000000605|1|4|4|add|starcannon|any|0|0
000000607|1|1|1|remove|Reaper launcher|Dark Reaper Exarch|0|1
000000607|1|1|1|add|missile launcher|Dark Reaper Exarch|0|1
000000607|1|2|2|remove|Reaper launcher|Dark Reaper Exarch|0|1
000000607|1|2|2|add|shuriken cannon|Dark Reaper Exarch|0|1
000000607|1|3|3|remove|Reaper launcher|Dark Reaper Exarch|0|1
000000607|1|3|3|add|tempest launcher|Dark Reaper Exarch|0|1
000000607|2|0|1|add|Aspect Shrine token||5|1
000000609|1|1|1|remove|scatter laser|any|0|1
000000609|1|1|1|add|missile launcher|any|0|1
000000609|1|2|2|remove|scatter laser|any|0|1
000000609|1|2|2|add|bright lance|any|0|1
000000609|1|3|3|remove|scatter laser|any|0|1
000000609|1|3|3|add|shuriken cannon|any|0|1
000000609|1|4|4|remove|scatter laser|any|0|1
000000609|1|4|4|add|starcannon|any|0|1
000000609|2|0|1|remove|twin shuriken catapult|any|0|1
000000609|2|0|1|add|shuriken cannon|any|0|1
000000610|1|0|1|remove|twin shuriken catapult|any|0|1
000000610|1|0|1|add|shuriken cannon|any|0|1
000000611|1|0|1|remove|twin shuriken catapult|any|0|1
000000611|1|0|1|add|shuriken cannon|any|0|1
000000612|1|1|1|remove|shuriken cannon|any|0|0
000000612|1|1|1|add|missile launcher|any|0|0
000000612|1|2|2|remove|shuriken cannon|any|0|0
000000612|1|2|2|add|bright lance|any|0|0
000000612|1|3|3|remove|shuriken cannon|any|0|0
000000612|1|3|3|add|scatter laser|any|0|0
000000612|1|4|4|remove|shuriken cannon|any|0|0
000000612|1|4|4|add|starcannon|any|0|0
000000613|1|0|1|remove|shuriken catapult|any|0|2
000000613|1|0|1|add|flamer|any|0|2
000000613|2|0|1|add|ghostglaive|any|0|1
000000613|3|1|1|add|missile launcher|any|0|2
000000613|3|2|2|add|bright lance|any|0|2
000000613|3|3|3|add|scatter laser|any|0|2
000000613|3|4|4|add|shuriken cannon|any|0|2
000000613|3|5|5|add|starcannon|any|0|2
000000614|1|0|1|remove|suncannon|any|0|1
000000614|1|0|1|add|heavy wraithcannon|any|0|1
000000614|2|0|1|remove|scattershield|any|0|1
000000614|2|0|1|add|heavy wraithcannon|any|0|1
000000614|3|1|1|add|scatter laser|any|0|2
000000614|3|2|2|add|shuriken cannon|any|0|2
000000614|3|3|3|add|starcannon|any|0|2
000000616|1|1|1|remove|scatter laser|any|0|1
000000616|1|1|1|add|Aeldari missile launcher|any|0|1
000000616|1|2|2|remove|scatter laser|any|0|1
000000616|1|2|2|add|bright lance|any|0|1
000000616|1|3|3|remove|scatter laser|any|0|1
000000616|1|3|3|add|shuriken cannon|any|0|1
000000616|1|4|4|remove|scatter laser|any|0|1
000000616|1|4|4|add|starcannon|any|0|1
000000616|2|1|1|remove|shuriken cannon|any|0|1
000000616|2|1|1|add|Aeldari missile launcher|any|0|1
000000616|2|2|2|remove|shuriken cannon|any|0|1
000000616|2|2|2|add|bright lance|any|0|1
000000616|2|3|3|remove|shuriken cannon|any|0|1
000000616|2|3|3|add|scatter laser|any|0|1
000000616|2|4|4|remove|shuriken cannon|any|0|1
000000616|2|4|4|add|starcannon|any|0|1
000000617|1|1|1|add|Aeldari missile launcher|any|0|1
000000617|1|2|2|add|bright lance|any|0|1
000000617|1|3|3|add|scatter laser|any|0|1
000000617|1|4|4|add|shuriken cannon|any|0|1
000000617|1|5|5|add|starcannon|any|0|1
000000617|1|6|6|add|Wraithseer D-cannon|any|0|1
000000618|1|1|1|remove|Hornet pulse laser|any|0|2
000000618|1|1|1|add|Aeldari missile launcher|any|0|2
000000618|1|2|2|remove|Hornet pulse laser|any|0|2
000000618|1|2|2|add|Bright lance|any|0|2
000000618|1|3|3|remove|Hornet pulse laser|any|0|2
000000618|1|3|3|add|Scatter laser|any|0|2
000000618|1|4|4|remove|Hornet pulse laser|any|0|2
000000618|1|4|4|add|Shuriken cannon|any|0|2
000000618|1|5|5|remove|Hornet pulse laser|any|0|2
000000618|1|5|5|add|Starcannon|any|0|2
000000619|1|0|1|remove|twin shuriken catapult|any|0|1
000000619|1|0|1|add|shuriken cannon|any|0|1
000000620|1|1|1|remove|shuriken cannon|any|0|1
000000620|1|1|1|add|Aeldari missile launcher|any|0|1
000000620|1|2|2|remove|shuriken cannon|any|0|1
000000620|1|2|2|add|Bright lance|any|0|1
000000620|1|3|3|remove|shuriken cannon|any|0|1
000000620|1|3|3|add|Scatter laser|any|0|1
000000620|1|4|4|remove|shuriken cannon|any|0|1
000000620|1|4|4|add|Starcannon|any|0|1
000000621|1|1|1|remove|shuriken cannon|any|0|1
000000621|1|1|1|add|Aeldari missile launcher|any|0|1
000000621|1|2|2|remove|shuriken cannon|any|0|1
000000621|1|2|2|add|bright lance|any|0|1
000000621|1|3|3|remove|shuriken cannon|any|0|1
000000621|1|3|3|add|scatter laser|any|0|1
000000621|1|4|4|remove|shuriken cannon|any|0|1
000000621|1|4|4|add|starcannon|any|0|1
000000622|1|1|1|remove|shuriken cannon|any|0|1
000000622|1|1|1|add|Aeldari missile launcher|any|0|1
000000622|1|2|2|remove|shuriken cannon|any|0|1
000000622|1|2|2|add|bright lance|any|0|1
000000622|1|3|3|remove|shuriken cannon|any|0|1
000000622|1|3|3|add|scatter laser|any|0|1
000000622|1|4|4|remove|shuriken cannon|any|0|1
000000622|1|4|4|add|starcannon|any|0|1
000000627|1|1|1|add|scatter laser|any|0|2
000000627|1|2|2|add|shuriken cannon|any|0|2
000000627|1|3|3|add|starcannon|any|0|2
000000627|2|0|1|remove|inferno lance|any|0|1
000000627|2|0|1|add|deathshroud cannon|any|0|1
000000627|3|1|1|remove|scattershield|any|0|1
000000627|3|1|1|add|inferno lance|any|0|1
000000627|3|2|2|remove|scattershield|any|0|1
000000627|3|2|2|add|deathshroud cannon|any|0|1
000000628|1|0|1|remove|Revenant pulsar|any|0|1
000000628|1|0|1|add|sonic lance|any|0|1
000000628|2|0|1|remove|sonic lance|any|0|1
000000628|2|0|1|add|Revenant pulsar|any|0|1
000000629|1|1|1|remove|twin shuriken catapult|any|0|0
000000629|1|1|1|add|dark lance|any|0|0
000000629|1|2|2|remove|twin shuriken catapult|any|0|0
000000629|1|2|2|add|dissonance cannon|any|0|0
000000629|1|3|3|remove|twin shuriken catapult|any|0|0
000000629|1|3|3|add|scatter laser|any|0|0
000000629|1|4|4|remove|twin shuriken catapult|any|0|0
000000629|1|4|4|add|shuriken cannon|any|0|0
000000629|1|5|5|remove|twin shuriken catapult|any|0|0
000000629|1|5|5|add|splinter cannon|any|0|0
000000629|2|1|1|add|dissonance pistol|Cloud Dancer Felarch|0|1
000000629|2|2|2|add|void sabre|Cloud Dancer Felarch|0|1
000000631|1|1|1|remove|D-bombard|any|0|1
000000631|1|1|1|add|Phantom starcannon|any|0|1
000000631|1|1|1|add|Phantom starcannon|any|0|1
000000631|1|1|1|add|wraith glaive|any|0|1
000000631|1|2|2|remove|D-bombard|any|0|1
000000631|1|2|2|add|Phantom starcannon|any|0|1
000000631|1|2|2|add|pulse laser|any|0|1
000000631|1|2|2|add|wraith glaive|any|0|1
000000631|1|3|3|remove|D-bombard|any|0|1
000000631|1|3|3|add|pulse laser|any|0|1
000000631|1|3|3|add|pulse laser|any|0|1
000000631|1|3|3|add|wraith glaive|any|0|1
000000631|1|4|4|remove|D-bombard|any|0|1
000000631|1|4|4|add|Phantom pulsar|any|0|1
000000631|2|1|1|remove|Phantom pulsar|any|0|1
000000631|2|1|1|add|D-bombard|any|0|1
000000631|2|2|2|remove|Phantom pulsar|any|0|1
000000631|2|2|2|add|Phantom starcannon|any|0|1
000000631|2|2|2|add|Phantom starcannon|any|0|1
000000631|2|2|2|add|wraith glaive|any|0|1
000000631|2|3|3|remove|Phantom pulsar|any|0|1
000000631|2|3|3|add|Phantom starcannon|any|0|1
000000631|2|3|3|add|pulse laser|any|0|1
000000631|2|3|3|add|wraith glaive|any|0|1
000000631|2|4|4|remove|Phantom pulsar|any|0|1
000000631|2|4|4|add|pulse laser|any|0|1
000000631|2|4|4|add|pulse laser|any|0|1
000000631|2|4|4|add|wraith glaive|any|0|1
000000631|3|0|1|remove|Phantom starcannon|any|0|1
000000631|3|0|1|add|pulse laser|any|0|1
000000632|1|0|1|remove|Corsair firearm|any|0|0
000000632|1|0|1|add|spar-glaive|any|0|0
000000632|2|1|1|remove|Corsair firearm|any|5|1
000000632|2|1|1|add|Aeldari missile launcher|any|5|1
000000632|2|2|2|remove|Corsair firearm|any|5|1
000000632|2|2|2|add|blaster|any|5|1
000000632|2|3|3|remove|Corsair firearm|any|5|1
000000632|2|3|3|add|dark lance|any|5|1
000000632|2|4|4|remove|Corsair firearm|any|5|1
000000632|2|4|4|add|flamer|any|5|1
000000632|2|5|5|remove|Corsair firearm|any|5|1
000000632|2|5|5|add|fusion gun|any|5|1
000000632|2|6|6|remove|Corsair firearm|any|5|1
000000632|2|6|6|add|shredder|any|5|1
000000632|2|7|7|remove|Corsair firearm|any|5|1
000000632|2|7|7|add|shuriken cannon|any|5|1
000000632|2|8|8|remove|Corsair firearm|any|5|1
000000632|2|8|8|add|splinter cannon|any|5|1
000000632|3|1|1|add|dissonance pistol|Corsair Reaver Felarch|0|1
